U,V
3567,9068
3567,9718
3567,9730
3638,8067
3638,17132
3638,17366
3638,10648
3638,10918
3638,1951
3638,8418
3638,18127
3638,17084
3638,13495
3638,9143
3638,9718
4408,8067
4408,10918
4408,9718
4408,8698
4408,8530
4408,60
4408,455
4408,13360
4408,543
4408,587
4408,669
4408,746
4408,1410
4408,1563
4408,14087
4408,14127
4408,2831
4408,4539
4408,6052
4408,6400
4408,7755
4408,7942
4408,8190
4408,16972
4408,8506
4408,8720
4408,9068
4408,9338
4408,17410
4408,9380
4408,9472
4408,10060
4408,11119
4408,11234
4408,12078
15628,8739
15628,5298
15628,12123
15628,13607
15628,14211
15628,4039
15628,10365
15628,11117
15628,12122
5298,8657
5298,2963
5298,8739
5298,2856
5298,229
5298,15642
5298,18984
5298,17177
5298,931
5298,10064
5298,17761
5298,5374
5298,10037
5298,8776
5298,16069
5298,15820
5298,14073
5298,3776
5298,14218
5298,2556
5298,5507
5298,9084
5298,9730
5298,18389
5298,12123
16437,7158
16437,255
16437,9068
16574,17366
16574,14211
16574,8233
16574,14914
16574,11132
16574,560
16574,13560
16574,3045
16574,3030
16574,9873
16574,4039
16574,17410
16574,18112
16574,18680
8067,543
8067,1410
8067,9068
8067,9143
8067,17366
8067,10918
8418,17132
8418,17366
8418,1951
8418,220
8418,2940
8418,6206
8418,17085
8418,17084
8418,8828
8418,9730
8418,12115
8418,12123
17084,6206
17084,8828
17084,9730
17084,18389
8739,8657
8739,2963
8739,931
8739,229
8739,14073
8739,14218
8739,2856
8739,3776
8739,15642
8739,5374
8739,15820
8739,6409
8739,8776
8739,17177
8739,10037
8739,10064
8739,17761
8739,12123
8739,18984
8739,16060
8739,16069
17132,86
17132,220
17132,2472
17132,4610
17132,6206
17132,17085
17132,9143
17132,17366
17132,9730
17132,10918
17132,11373
17132,18389
17132,11763
17132,12115
8828,6206
8828,12115
8828,18389
8828,9730
17366,1951
17366,3159
17366,6206
17366,7146
17366,17085
17366,14114
17366,9143
17366,9718
17366,9730
17366,10648
17366,10918
17366,18127
17366,12115
9718,10918
9718,9143
9718,13495
9718,4672
9718,18680
9718,12774
17761,18105
17761,8657
17761,2963
17761,2856
17761,15642
17761,18984
17761,6409
17761,17177
17761,931
17761,187
17761,14073
17761,14218
17761,2940
17761,3776
17761,4692
17761,5374
17761,15820
17761,7976
17761,8118
17761,8776
17761,9050
17761,17464
17761,10037
17761,13067
17761,16060
17761,16069
10648,808
10648,1235
10648,13922
10648,1627
10648,3143
10648,3242
10648,4643
10648,5747
10648,6590
10648,10020
10648,10918
10918,543
10918,2243
10918,7235
10918,9143
10918,18127
18127,14087
18127,4610
18127,15935
18127,9143
18127,2003
18389,1951
18389,3658
18389,6206
18389,10064
18389,9084
18389,14218
18389,12123
18389,9730
12115,1951
12115,220
12115,6206
12115,3706
12115,17085
12115,12120
12122,13560
12122,3151
12122,7822
12122,10365
12122,11117
12122,18344
12123,3658
12123,6206
12123,10064
12123,9084
12123,14218
12123,18455
12123,12340
543,2243
543,60
543,1410
543,2831
543,3564
543,8506
543,9068
543,9472
1410,6171
1410,2831
1410,9068
1410,9472
9068,3030
9068,9873
9068,17410
9068,8506
9068,17392
9068,2831
9143,11234
13560,14218
13560,2940
13560,16203
13560,17441
13560,14211
13560,15288
13560,8233
13560,3045
13560,7055
13560,9873
13560,18112
13560,11117
14218,8657
14218,2963
14218,2856
14218,229
14218,15642
14218,18984
14218,17177
14218,931
14218,3658
14218,10064
14218,5374
14218,10037
14218,8776
14218,15820
14218,14073
14218,3776
14218,9084
14218,9730
6206,220
6206,382
6206,2940
6206,15081
6206,17085
6206,9730
17085,1951
17085,220
17085,382
17085,9730
9050,9055
9050,2299
9050,494
9050,7194
9050,5973
9050,14131
9050,9824
9050,8950
9050,5350
9050,14858
9050,2443
9050,14975
9050,14941
9050,16395
9050,16589
9050,8334
9050,17234
9050,12629
9050,13050
9730,1951
9730,220
9730,2940
9730,9769
9730,11224
18112,4133
18112,12464
18112,13159
18112,1275
18112,1950
18112,2924
18112,15650
18112,16057
18112,6816
18112,6927
18112,16840
18112,9755
18112,12426
18112,13023
18112,15123
86,75
86,6419
86,11916
86,11923
86,11130
86,14947
86,5962
86,9439
86,12964
86,8948
86,8146
86,4365
86,2312
86,8998
86,7744
86,14022
86,623
86,3434
86,328
86,13424
86,13922
86,2472
86,3809
86,4882
86,8458
86,9328
86,17966
220,1951
220,382
2472,10912
2472,9745
2472,9369
2472,17128
2472,11373
2472,12332
4610,7235
4610,7140
4610,187
4610,2072
4610,4811
4610,8344
4610,9241
4610,18489
11373,14601
11373,17890
11373,3082
11373,16128
11373,9745
11373,11833
11373,8073
11373,3073
11373,15659
11373,9171
11373,8713
11373,231
11373,17117
11373,8850
11373,839
11373,2630
11373,17791
11373,18754
11373,5293
11373,13792
11373,5612
11373,2293
11373,15114
11373,3081
11373,9124
11373,17128
11373,12332
11373,17430
11373,14321
11373,14261
11373,16884
11373,9734
11373,370
11373,860
11373,1791
11373,1913
11373,2489
11373,2839
11373,3576
11373,3644
11373,5079
11373,5315
11373,8402
11373,10891
11763,13360
11763,13495
11763,16501
229,8657
229,2963
229,2856
229,13613
229,14073
229,3776
229,15642
229,5374
229,15820
229,8776
229,17177
229,11321
229,18984
14073,8657
14073,2963
14073,2856
14073,15642
14073,18984
14073,6409
14073,17177
14073,931
14073,5374
14073,10037
14073,8776
14073,16069
14073,15820
14073,61
14073,13100
14073,3646
14073,3776
14073,9055
14073,11234
14073,2003
2856,8657
2856,2963
2856,931
2856,61
2856,2556
2856,3143
2856,3776
2856,15642
2856,15820
2856,6409
2856,17177
2856,10037
2856,16069
2963,8657
2963,931
2963,205
2963,2464
2963,3776
2963,4355
2963,4578
2963,15642
2963,5374
2963,15820
2963,16054
2963,6409
2963,7853
2963,8776
2963,17177
2963,18984
2963,16069
2963,16791
3646,17177
3646,931
3646,5374
3646,10037
3646,8776
3646,3776
3646,14664
3646,4692
3646,17464
3776,8657
3776,15642
3776,18984
3776,17177
3776,931
3776,5374
3776,10037
3776,8776
3776,16069
3776,15820
3776,2556
3776,3841
3776,4692
3776,15396
3776,5507
3776,15710
3776,7040
3776,9400
4692,2940
15642,8657
15642,61
15642,2118
15642,5374
15642,15820
15642,6409
15642,7821
15642,8776
15642,17177
15642,17464
15642,10037
15642,18984
15642,16060
15642,16069
5374,8657
5374,18984
5374,17177
5374,931
5374,999
5374,2583
5374,14733
5374,15820
5374,16212
5374,8487
5374,8758
5374,10037
5374,10297
5374,10912
5374,18698
5374,12795
15820,8657
15820,18984
15820,6409
15820,17177
15820,16060
15820,10037
15820,8776
15820,16069
15820,61
15820,283
15820,13701
15820,2556
15820,16054
15820,6270
15820,12713
15820,9933
6409,8657
6409,1882
6409,14335
6409,14658
6409,6388
6409,7534
6409,16769
6409,16069
8473,6922
8473,2282
8473,2417
8473,8075
8473,9177
8473,9161
8473,17043
8657,2556
8657,8776
8657,17177
8657,10037
8657,19089
8657,18984
8657,16069
8776,17177
8776,856
8776,940
8776,2556
8776,5872
8776,7336
8776,8438
8776,17371
8776,9542
17177,3392
17177,4344
17177,18984
17177,2556
17177,4015
17177,15316
17177,5302
17177,7974
17177,10037
17177,18421
17177,16069
10037,18984
10037,931
10037,16060
10037,8118
10037,9055
10037,17464
10037,16069
1951,429
1951,2906
3159,832
3159,7146
3159,14114
3159,11354
3159,4475
3159,10949
3159,475
3159,13958
3159,13992
3159,2732
3159,7172
7146,5142
7146,12723
7146,8304
7146,981
7146,6059
7146,16396
7146,9060
14114,6620
14114,18447
14114,5130
14114,6039
14114,17550
14114,5128
14114,16542
14114,7556
187,7235
187,15196
187,14211
187,13100
187,15288
187,8344
14510,6248
14510,6077
14510,3208
14510,2310
14510,5644
14510,214
14510,4187
14510,3753
14510,16531
14510,5546
14510,6132
14510,7286
14510,7329
14510,7822
14510,17360
14510,9129
14510,9142
14510,9181
14510,10129
14510,10272
14510,10631
14510,12222
14510,18880
3290,10733
3290,9129
3290,7329
3290,17553
3290,5303
3290,6120
15196,7235
15196,16203
15196,17441
15196,14211
15196,15288
15196,6128
15196,7822
15196,8040
15196,8344
15288,16203
15288,17441
15288,14211
15288,6066
15288,7822
15288,8344
16531,10654
16531,214
16531,9129
16531,5353
16531,4187
16531,15625
16531,18385
16531,17481
16531,9096
16531,118
16531,8977
6248,3620
6248,1377
6248,6483
6248,11379
6248,6390
6248,5777
6248,12759
6248,214
6248,1842
6248,2310
6248,3208
6248,4187
6248,3753
6248,5353
6248,5370
6248,5546
6248,5644
6248,6077
6248,6132
6248,6407
6248,7329
6248,7822
6248,17360
6248,9129
6248,9142
6248,10654
6248,12222
6248,18880
16203,14211
16203,7822
16203,8344
16203,17441
16203,11117
7822,6077
7822,3208
7822,2310
7822,5644
7822,10654
7822,3753
7822,214
7822,4187
7822,5546
7822,6132
7822,7329
7822,17360
7822,9129
7822,9132
7822,18880
17360,4796
17360,6077
17360,3208
17360,2310
17360,5644
17360,3753
17360,214
17360,15450
17360,9129
17360,7329
17360,704
17360,3571
17360,4187
17360,7286
17360,10631
17360,10928
17360,12222
17360,18880
18105,8978
8978,17525
8978,17303
8978,17707
8978,10132
3392,2556
3392,4344
3392,15316
3392,15395
3392,5226
3392,5302
3392,18175
2556,18175
2556,15316
2556,9281
2556,5226
2556,16702
2556,3514
2556,10238
2556,3143
2556,1459
2556,10297
2556,11318
15316,18175
15316,5302
15316,14756
15316,453
15316,1008
15316,2557
15316,4048
15316,4015
15316,15317
15316,5226
15316,6259
15316,16702
15316,8109
15316,9281
15316,9538
15316,9847
15316,18144
15316,11206
15316,12902
15316,13746
15395,4015
15395,5226
15395,9281
5226,18175
5226,5302
5226,14756
5226,9281
5226,4015
5226,8109
5302,18175
5302,1457
5302,8109
5302,12902
18175,14756
18175,4235
18175,8109
18175,9281
18175,12902
808,223
808,2454
808,5747
808,405
808,3508
1235,12704
1235,16079
1235,12275
1235,17731
1235,9941
1235,2288
1235,3674
1235,15707
1235,5453
1235,815
1235,10482
1235,6402
1235,6860
1235,1478
1235,18085
1235,18515
1235,9100
1235,12835
1235,3301
1235,5822
13922,11548
13922,13859
13922,12972
13922,11916
13922,623
13922,3242
13922,19098
13922,156
13922,13613
13922,9784
13922,155
13922,1627
13922,3143
13922,5890
13922,6590
13922,8088
1627,18076
1627,6419
1627,500
1627,3242
1627,156
1627,6590
1627,5890
1627,15742
1627,1707
1627,18868
1627,3143
1627,11811
3143,6922
3143,11548
3143,3242
3143,156
3143,1459
3143,10297
3143,11318
3242,6922
3242,5379
3242,12972
3242,11916
3242,11139
3242,15495
3242,10479
3242,15899
3242,156
3242,759
3242,5890
3242,15913
3242,6590
3242,8449
3242,9859
3242,10461
4643,223
4643,5747
4643,15188
4643,2245
4643,3508
4643,5075
4643,10020
4643,15892
5747,223
5747,4620
5747,1130
5747,1246
5747,2637
5747,14286
5747,3186
5747,3508
5747,3733
5747,15188
5747,4557
5747,17022
5747,9146
5747,17479
5747,18076
5747,18823
5747,12784
5747,15892
6590,13802
6590,4027
6590,10292
10020,223
10020,17038
10020,18260
10020,4579
10020,3660
10020,14067
10020,15389
10020,8307
10020,10771
10020,14621
10020,11944
10020,3508
10020,16407
10020,12029
205,214
205,3786
205,4355
205,11331
205,17467
205,12679
205,9807
2464,7902
2464,3786
2464,4355
2464,6885
4355,6573
4355,7902
4355,3786
4355,2892
4355,7806
4578,1016
4578,16791
4578,7272
4578,957
4578,15494
4578,7853
4578,16915
4578,12679
16054,8369
16054,9177
16054,13191
16054,1741
16054,2972
16054,3716
16054,16172
16054,9959
16054,17695
16054,10487
16054,18526
7853,1016
7853,16791
7853,7272
7853,2134
7853,17857
7853,8450
7853,1225
7853,2771
7853,9063
7853,17070
7853,343
7853,390
7853,1234
7853,14886
7853,6928
7235,2729
7235,14849
7235,8720
7235,18960
7235,10921
7235,11910
3658,9084
9084,4593
9084,8386
9084,17410
10064,5507
10064,7974
14756,12902
9281,14435
9281,5722
9281,16702
9281,11206
11185,15286
11185,15217
11185,15317
11185,16215
11185,7479
11185,11912
15286,7479
15286,15217
15286,8344
15286,9043
15317,1481
15317,14369
15317,16215
15317,11912
15317,12533
15317,13746
16215,11912
11912,622
11912,7453
11912,8231
4090,5617
4090,9328
4090,9471
4090,12216
4090,12814
5617,11392
5617,12306
9328,12814
9328,9471
9328,12948
9328,5729
9328,13759
9328,18135
9328,237
9328,971
9328,3799
9328,3843
9328,17425
9328,6554
9328,6315
9328,9693
9328,15245
9328,18532
9328,14706
9471,12814
12216,12814
12814,16557
12814,17483
61,7595
61,8684
61,9144
61,9177
61,10487
61,8380
61,9339
61,6626
13613,13859
13613,12382
13613,5808
13613,7806
13613,13213
13613,8088
13613,9412
13613,9784
13613,10044
13613,11012
11321,10334
11321,3765
11321,8728
11321,4857
11321,4194
11321,9354
11321,3879
11321,6447
11321,319
11321,3186
11321,3681
11321,15749
11321,16985
11321,9610
11321,10304
11321,11051
11321,13084
11321,2187
2118,15199
2118,17053
2118,6157
2118,13619
2118,9531
2118,16687
2118,9942
2118,9549
2118,3893
2118,14019
2118,6020
2118,15164
2118,7821
2118,17224
7821,11621
17464,14622
17464,15927
17464,10615
17464,7046
17464,1241
17464,1768
17464,11916
17464,13067
17464,11139
17464,5962
17464,13270
17464,623
17464,3434
17464,589
17464,736
17464,15264
17464,10432
17464,7976
17464,13100
17464,5562
17464,5551
17464,6023
17464,6408
17464,8118
17464,10382
17464,15543
18984,623
18984,1673
18984,10461
18984,11289
18984,15264
623,16060
623,17823
623,7314
623,4521
623,11098
623,1673
623,6419
623,11916
623,15848
623,11923
623,11130
623,11139
623,4775
623,500
623,4365
623,11131
623,13371
623,2312
623,13423
623,10479
623,8998
623,396
623,156
623,736
623,13100
623,3799
623,4108
623,4669
623,4958
623,5923
623,15919
623,6424
623,7976
623,8118
623,15264
623,9849
623,10232
623,11129
623,18641
623,13741
1673,7270
1673,5887
1673,10653
1673,17990
1673,548
1673,9966
1673,7046
1673,75
1673,4001
1673,33
1673,1768
1673,3777
1673,4669
1673,5400
1673,9963
1673,10479
1673,12533
1673,13067
1673,16659
1673,13506
10461,5379
10461,6419
10461,11923
10461,14947
10461,5962
10461,13428
10461,2312
10461,10479
10461,10232
10461,11129
10461,13520
10461,10418
10461,12695
10461,15189
10461,4055
10461,4109
10461,13284
10461,2536
10461,16196
10461,18641
10461,15854
10461,18490
10461,570
10461,7274
10461,17185
10461,6408
10461,15913
10461,8264
10461,17078
10461,18206
10461,15732
10461,14216
11289,5661
11289,11916
11289,4365
11289,10479
11289,9849
11289,776
11289,4109
11289,13284
11289,6408
11289,18016
11289,15354
11289,15913
11289,14557
11289,11353
11289,3894
11289,11130
15264,7974
15264,11139
15264,12964
15264,8998
15264,156
15264,13100
15264,5507
15264,7976
15264,8118
15264,12002
15264,13349
1882,6388
1882,14658
14335,3258
14335,7435
14335,12964
14335,3434
14335,7534
14335,6404
14335,14658
14658,7534
14658,3413
14658,3862
14658,5178
14658,2223
14658,17170
14658,1039
14658,18630
14658,4766
14658,11245
14658,524
14658,9648
14658,17609
14658,19099
6388,16069
6388,8948
6388,18836
6388,3413
6388,1792
6388,1847
6388,2341
6388,3862
6388,14972
6388,4497
6388,5090
6388,8240
6388,17054
6388,9425
6388,10542
6388,13217
7534,12778
7534,16309
7534,13030
16769,16069
16769,15244
16769,14156
16769,3413
16769,16555
16769,1370
16769,18060
16769,14857
16769,14972
7974,13372
7974,1645
7974,4053
7974,6639
7974,7158
7974,11132
7974,12084
7974,12299
18421,5537
18421,2312
18421,18674
18421,9689
18421,7929
18421,6987
18421,16827
18421,16702
18421,9033
429,4300
429,2313
429,4147
429,15703
429,9430
429,9971
429,18035
2940,14087
14087,2003
14087,11117
14087,8720
14087,15935
14087,16589
14087,16442
15935,7384
15935,6069
15935,5910
15935,15410
15935,18449
15935,18272
15935,16423
15935,16989
15935,14670
15935,15559
15935,17787
15935,14275
15935,15683
15935,6550
15935,5749
15935,16124
15935,16482
15935,16589
15935,17884
15935,10539
15935,18429
15935,18433
15935,11680
2003,587
15081,2113
15081,57
15081,560
15081,3030
15081,15657
15081,8838
15081,11132
15081,18386
3706,16467
3706,16353
3706,17048
3706,16442
1457,1614
453,4595
453,6407
453,6902
453,16381
453,17166
453,5345
453,9689
453,14116
453,6257
453,13283
453,11206
453,331
453,2331
453,15370
453,15807
453,6145
453,15612
453,6602
453,16702
453,9931
453,18144
453,2192
1008,4048
1008,4594
2557,13954
2557,8243
2557,17779
2557,48
2557,2199
2557,15712
2557,6268
2557,9144
2557,12682
2557,14698
2557,17355
2557,17098
2557,16283
2557,15328
2557,13574
4048,320
4048,6259
4048,16274
6259,17917
6259,14002
6259,14241
6259,8496
6259,1049
6259,3499
6259,6635
6259,8556
6259,8710
6259,17156
16702,14966
16702,6902
16702,16381
16702,17166
16702,5345
16702,7929
16702,13283
16702,9538
16702,11206
16702,15807
16702,331
16702,3571
16702,6602
16702,6145
16702,9847
9847,11328
9847,18674
9847,9689
9847,11212
9847,4049
9847,5927
9847,6930
9847,17002
9847,15370
9847,3728
9847,6533
9847,14481
9847,14530
9847,15222
9847,7356
9847,9759
9847,16817
9847,12774
18144,4595
18144,6407
18144,13746
18144,16381
18144,17166
18144,5345
18144,9689
18144,6257
18144,13283
18144,11206
18144,331
18144,2376
18144,2839
18144,15023
18144,15370
18144,15807
18144,6145
18144,15612
18144,6602
18144,18497
11206,4595
11206,548
11206,11260
11206,6902
11206,17166
11206,5345
11206,9689
11206,14116
11206,6257
11206,13283
11206,331
11206,15370
11206,15807
11206,6145
11206,15612
11206,10985
14435,13907
14435,5722
204,323
204,13206
204,2159
204,9017
204,12442
323,17485
323,6211
323,10624
323,4221
323,6456
323,14544
13206,2159
13206,5087
2159,14727
2159,4205
2159,5499
2159,8956
9017,597
9017,18240
9017,16760
9017,605
9017,5087
9017,3612
9017,13434
9017,1301
9017,2206
9017,5649
9017,6716
9017,6875
9017,16705
9017,16796
9017,11941
9017,6761
12442,15645
1481,10189
1481,13746
1481,12533
1481,8338
1481,12510
1481,13142
1481,2350
1481,2780
1481,2915
1481,3656
1481,4618
1481,5016
1481,6681
1481,9437
1481,9433
1481,9893
12533,5887
12533,10653
12533,8908
12533,13746
12533,9966
12533,75
12533,17031
12533,33
12533,1768
12533,3777
12533,5400
12533,548
12533,17244
12533,11921
12533,14182
622,7453
622,8231
622,9909
7453,13375
7453,8231
8231,18077
8231,5304
8231,8807
8231,12848
8231,13375
8231,16674
8231,2566
8231,14520
8231,8863
8231,6147
8231,13424
8231,922
8231,6413
8231,16208
16557,16904
17483,13063
17483,1463
17483,1736
17483,6584
17483,6639
17483,16499
17483,8323
17483,11072
11392,13991
12306,17791
8727,6208
6208,10203
6208,7298
6208,823
1965,13280
8506,17410
8506,2831
8506,6051
8506,17392
8705,155
8705,6042
8705,6785
8705,15825
8705,1276
8705,9691
8705,3314
13100,12973
13100,7107
13100,13067
13100,11139
13100,589
13100,736
13100,7976
13100,11571
13100,5507
13100,15488
13100,8118
2056,18340
2056,361
2056,7127
2056,12795
2056,13520
2056,8758
2056,16212
2056,10912
2056,3808
8118,16069
8118,10615
8118,11400
8118,11916
8118,11923
8118,13067
8118,11139
8118,5962
8118,13270
8118,396
8118,4542
8118,589
8118,736
8118,10432
8118,7976
8118,10382
8118,3186
8118,5723
8118,18553
8118,13422
8118,155
8118,5551
8118,10888
11139,16060
11139,75
11139,13067
11139,500
11139,735
11139,14022
11139,14969
11139,5890
11139,7744
11139,7976
11139,10247
11139,13270
11916,4521
11916,1768
11916,6419
11916,396
11916,500
11916,13371
11916,589
11916,736
11916,1443
11916,1707
11916,2312
11916,14947
11916,4053
11916,4109
11916,4365
11916,15741
11916,15848
11916,6408
11916,6424
11916,7976
11916,15495
11916,8827
11916,8998
11916,9849
11916,10232
11916,17923
11916,10479
11916,11129
11916,11130
11916,11131
11916,18275
11916,11923
11916,13423
11916,13741
6922,156
6922,660
6922,9055
6922,10297
156,11548
156,6135
156,19098
156,8716
156,10746
156,4959
156,9784
156,12329
660,12972
660,17911
660,11588
660,3182
660,2339
660,15919
660,9974
660,7216
9055,1447
9055,2271
9055,11210
10297,16904
10297,15469
10297,5519
10297,12708
10297,1459
10297,11318
5507,15289
5507,12000
5507,12973
5507,16087
5507,13837
5507,1459
5507,18155
2972,7817
2972,3716
2972,14875
2972,16171
2972,18526
14630,12465
14630,888
14630,218
14630,18863
14630,10109
14630,12784
10109,12784
10109,9167
10109,4825
10109,10038
10109,2608
10109,1614
10109,15661
10109,9591
10109,11061
10109,12517
10109,19012
10109,12965
18009,6872
18009,4794
18009,7817
18009,2376
18009,3716
18009,16172
18009,6711
18009,7210
12784,4620
12784,14286
12784,4621
12784,2637
12784,9146
12784,1130
12784,4557
12784,10241
12784,3904
12784,1246
12784,15761
12784,6589
12784,17479
12784,10185
